class,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
1,0.113138686,0.076642336,0.040145985,0.032846715,0.051094891,0.003649635,0.02189781,0.094890511,0.087591241,0.051094891,0.025547445,0.04379562,0.02189781,0.032846715,0.076642336,0.025547445,0.03649635,0.065693431,0.040145985,0.058394161
1,0.048780488,0.09380863,0.067542214,0.026266417,0.04315197,0.020637899,0.028142589,0.060037523,0.097560976,0.045028143,0.039399625,0.061913696,0.009380863,0.022514071,0.058161351,0.048780488,0.046904315,0.071294559,0.046904315,0.063789869
1,0.056653491,0.08168643,0.057971014,0.040843215,0.039525692,0.009222661,0.044795784,0.075098814,0.084321476,0.039525692,0.04743083,0.063241107,0.006587615,0.018445323,0.050065876,0.065876153,0.039525692,0.063241107,0.046113307,0.069828722
1,0.097959184,0.07755102,0.044897959,0.036734694,0.044897959,0.020408163,0.032653061,0.093877551,0.036734694,0.024489796,0.032653061,0.053061224,0.024489796,0.044897959,0.057142857,0.069387755,0.020408163,0.081632653,0.036734694,0.069387755
1,0.090909091,0.113263785,0.059612519,0.032786885,0.023845007,0.001490313,0.010432191,0.068554396,0.101341282,0.034277198,0.059612519,0.047690015,0.004470939,0.019374069,0.052160954,0.037257824,0.047690015,0.098360656,0.035767511,0.061102832
1,0.091525424,0.118644068,0.044067797,0.020338983,0.033898305,0,0.023728814,0.077966102,0.138983051,0.054237288,0.050847458,0.050847458,0,0.023728814,0.105084746,0.020338983,0.044067797,0.061016949,0.006779661,0.033898305
1,0.08,0.143333333,0.04,0.036666667,0.043333333,0.006666667,0.02,0.043333333,0.08,0.056666667,0.04,0.07,0.02,0.05,0.076666667,0.013333333,0.043333333,0.043333333,0.036666667,0.056666667
1,0.130612245,0.102040816,0.057142857,0.004081633,0.016326531,0.012244898,0.024489796,0.114285714,0.097959184,0.036734694,0.040816327,0.044897959,0.012244898,0.016326531,0.057142857,0.040816327,0.057142857,0.044897959,0.020408163,0.069387755
1,0.064655172,0.105172414,0.056896552,0.031896552,0.043103448,0.006896552,0.03362069,0.081034483,0.087931034,0.046551724,0.039655172,0.038793103,0.010344828,0.020689655,0.067241379,0.05,0.034482759,0.079310345,0.027586207,0.074137931
1,0.048582996,0.129554656,0.048582996,0.032388664,0.020242915,0.032388664,0.016194332,0.085020243,0.101214575,0.052631579,0.04048583,0.044534413,0.016194332,0.024291498,0.060728745,0.052631579,0.028340081,0.064777328,0.04048583,0.060728745
1,0.059221658,0.069373942,0.057529611,0.03891709,0.028764805,0.023688663,0.028764805,0.089678511,0.108291032,0.03891709,0.059221658,0.055837563,0.020304569,0.027072758,0.054145516,0.042301184,0.035532995,0.067681895,0.040609137,0.054145516
1,0.071057192,0.102253033,0.045060659,0.03812825,0.032928943,0.008665511,0.039861352,0.067590988,0.114384749,0.032928943,0.027729636,0.050259965,0.006932409,0.024263432,0.055459272,0.057192374,0.046793761,0.083188908,0.032928943,0.062391681
1,0.082236842,0.098684211,0.055921053,0.006578947,0.039473684,0.023026316,0.016447368,0.072368421,0.118421053,0.075657895,0.055921053,0.032894737,0.023026316,0.023026316,0.049342105,0.032894737,0.0625,0.049342105,0.023026316,0.059210526
1,0.048275862,0.120689655,0.048275862,0.034482759,0.044827586,0.017241379,0.024137931,0.05862069,0.089655172,0.055172414,0.086206897,0.068965517,0.013793103,0.034482759,0.068965517,0.024137931,0.048275862,0.044827586,0.024137931,0.044827586
1,0.05988024,0.105788423,0.051896208,0.01996008,0.02994012,0.023952096,0.043912176,0.081836327,0.081836327,0.03992016,0.05988024,0.0499002,0.005988024,0.02994012,0.077844311,0.0499002,0.031936128,0.065868263,0.025948104,0.063872255
1,0.058823529,0.101604278,0.050802139,0.018716578,0.032085561,0.053475936,0.018716578,0.07486631,0.082887701,0.069518717,0.058823529,0.042780749,0.013368984,0.029411765,0.06684492,0.029411765,0.069518717,0.061497326,0.018716578,0.048128342
1,0.061452514,0.100558659,0.078212291,0.022346369,0.039106145,0.016759777,0.033519553,0.05027933,0.061452514,0.022346369,0.055865922,0.033519553,0.016759777,0.033519553,0.044692737,0.055865922,0.089385475,0.078212291,0.061452514,0.044692737
1,0.077803204,0.128146453,0.032036613,0.027459954,0.029748284,0.006864989,0.020594966,0.091533181,0.118993135,0.038901602,0.04805492,0.054919908,0.016018307,0.022883295,0.050343249,0.034324943,0.034324943,0.061784897,0.04805492,0.057208238
1,0.0675,0.105,0.0625,0.025,0.0325,0.0025,0.0325,0.09,0.105,0.03,0.0625,0.0525,0.015,0.0375,0.0375,0.0575,0.02,0.0725,0.045,0.0475
1,0.093663912,0.093663912,0.066115702,0.013774105,0.035812672,0.005509642,0.022038567,0.071625344,0.112947658,0.041322314,0.055096419,0.044077135,0.011019284,0.024793388,0.038567493,0.044077135,0.055096419,0.049586777,0.060606061,0.060606061
1,0.06185567,0.111340206,0.045360825,0.032989691,0.039175258,0.016494845,0.028865979,0.068041237,0.094845361,0.055670103,0.06185567,0.032989691,0.012371134,0.018556701,0.055670103,0.07628866,0.026804124,0.086597938,0.022680412,0.051546392
1,0.073891626,0.137931034,0.054187192,0.004926108,0.034482759,0.009852217,0.044334975,0.044334975,0.064039409,0.0591133,0.073891626,0.049261084,0.014778325,0.034482759,0.034482759,0.073891626,0.039408867,0.049261084,0.034482759,0.068965517
1,0.070512821,0.121794872,0.057692308,0.025641026,0.044871795,0,0.019230769,0.064102564,0.102564103,0.032051282,0.064102564,0.064102564,0.006410256,0.006410256,0.032051282,0.070512821,0.044871795,0.076923077,0.038461538,0.057692308
1,0.057636888,0.106628242,0.031700288,0.031700288,0.023054755,0.031700288,0.04610951,0.069164265,0.097982709,0.054755043,0.050432277,0.047550432,0.015850144,0.024495677,0.057636888,0.051873199,0.050432277,0.05907781,0.030259366,0.061959654
1,0.033962264,0.090566038,0.124528302,0.045283019,0.052830189,0.003773585,0.045283019,0.030188679,0.037735849,0.00754717,0.105660377,0.052830189,0.011320755,0.01509434,0.049056604,0.083018868,0.026415094,0.067924528,0.079245283,0.037735849
1,0.081081081,0.081081081,0.064864865,0.027027027,0.016216216,0,0.010810811,0.032432432,0.102702703,0.043243243,0.07027027,0.048648649,0.005405405,0,0.091891892,0.086486486,0.032432432,0.075675676,0.027027027,0.102702703
1,0.082352941,0.105882353,0.023529412,0.023529412,0.047058824,0,0,0.070588235,0.105882353,0.023529412,0.070588235,0.117647059,0,0.023529412,0.011764706,0.082352941,0.070588235,0.105882353,0.023529412,0.011764706
1,0.07712766,0.125,0.039893617,0.021276596,0.02393617,0.005319149,0.005319149,0.090425532,0.143617021,0.018617021,0.050531915,0.066489362,0,0.018617021,0.039893617,0.042553191,0.061170213,0.061170213,0.045212766,0.063829787
1,0.055555556,0.12962963,0.080246914,0.012345679,0.024691358,0,0.00617284,0.049382716,0.104938272,0.024691358,0.067901235,0.061728395,0.018518519,0.024691358,0.049382716,0.049382716,0.061728395,0.080246914,0.049382716,0.049382716
1,0.101075269,0.077419355,0.03655914,0.019354839,0.060215054,0.015053763,0.034408602,0.068817204,0.088172043,0.040860215,0.051612903,0.049462366,0.008602151,0.017204301,0.07311828,0.040860215,0.027956989,0.079569892,0.043010753,0.066666667
1,0.094339623,0.122641509,0.066037736,0.037735849,0.018867925,0,0.037735849,0.066037736,0.132075472,0.056603774,0.047169811,0.018867925,0.009433962,0.009433962,0.018867925,0.094339623,0.037735849,0.075471698,0.028301887,0.028301887
1,0.096885813,0.100346021,0.055363322,0.031141869,0.027681661,0.003460208,0.024221453,0.065743945,0.14532872,0.034602076,0.048442907,0.034602076,0.006920415,0.024221453,0.069204152,0.034602076,0.017301038,0.079584775,0.038062284,0.062283737
1,0.081743869,0.103542234,0.073569482,0.024523161,0.013623978,0.005449591,0.016348774,0.103542234,0.119891008,0.032697548,0.051771117,0.046321526,0.005449591,0.029972752,0.073569482,0.027247956,0.038147139,0.054495913,0.035422343,0.0626703
1,0.088607595,0.126582278,0.025316456,0.025316456,0.03164557,0,0.025316456,0.075949367,0.088607595,0.050632911,0.044303797,0.044303797,0.012658228,0.094936709,0.063291139,0.018987342,0.03164557,0.063291139,0.018987342,0.069620253
1,0.081871345,0.116959064,0.035087719,0.040935673,0.058479532,0.01754386,0.029239766,0.140350877,0.058479532,0.040935673,0.023391813,0.046783626,0.011695906,0.011695906,0.052631579,0.064327485,0.023391813,0.052631579,0.023391813,0.070175439
1,0.072649573,0.061965812,0.055555556,0.040598291,0.055555556,0.004273504,0.034188034,0.072649573,0.10042735,0.051282051,0.068376068,0.044871795,0.006410256,0.027777778,0.040598291,0.053418803,0.019230769,0.072649573,0.036324786,0.081196581
1,0.062809917,0.094214876,0.034710744,0.026446281,0.042975207,0.036363636,0.034710744,0.074380165,0.084297521,0.061157025,0.042975207,0.038016529,0.011570248,0.036363636,0.066115702,0.031404959,0.067768595,0.044628099,0.034710744,0.074380165
1,0.133333333,0.115151515,0.084848485,0.018181818,0.03030303,0,0.03030303,0.090909091,0.084848485,0.024242424,0.036363636,0.072727273,0,0.006060606,0.036363636,0.042424242,0.042424242,0.060606061,0.036363636,0.054545455
1,0.068106312,0.096345515,0.061461794,0.018272425,0.03986711,0.009966777,0.031561462,0.096345515,0.074750831,0.048172757,0.049833887,0.046511628,0.028239203,0.009966777,0.079734219,0.051495017,0.031561462,0.069767442,0.021594684,0.066445183
1,0.081339713,0.090909091,0.066985646,0.023923445,0.038277512,0.009569378,0.019138756,0.066985646,0.086124402,0.081339713,0.04784689,0.043062201,0.043062201,0.023923445,0.052631579,0.04784689,0,0.071770335,0.033492823,0.071770335
1,0.056603774,0.094339623,0.08490566,0.018867925,0.047169811,0.018867925,0.047169811,0.028301887,0.047169811,0.028301887,0.056603774,0.066037736,0,0.037735849,0.122641509,0.037735849,0.08490566,0.028301887,0.009433962,0.08490566
1,0.065371025,0.113074205,0.067137809,0.026501767,0.026501767,0.003533569,0.01590106,0.068904594,0.083038869,0.033568905,0.067137809,0.054770318,0.008833922,0.019434629,0.056537102,0.060070671,0.049469965,0.068904594,0.044169611,0.067137809
1,0.063492063,0.100529101,0.074074074,0.026455026,0.026455026,0.010582011,0.010582011,0.042328042,0.116402116,0.047619048,0.079365079,0.068783069,0.015873016,0.042328042,0.047619048,0.021164021,0.047619048,0.063492063,0.047619048,0.047619048
1,0.069256757,0.130067568,0.057432432,0.028716216,0.032094595,0.006756757,0.011824324,0.060810811,0.14527027,0.055743243,0.027027027,0.033783784,0.003378378,0.032094595,0.089527027,0.018581081,0.033783784,0.077702703,0.011824324,0.074324324
1,0.025,0.1,0.108333333,0.05,0.041666667,0,0.020833333,0.0625,0.054166667,0.025,0.083333333,0.066666667,0.020833333,0.029166667,0.058333333,0.058333333,0.054166667,0.066666667,0.029166667,0.045833333
1,0.083333333,0.092592593,0.064814815,0.018518519,0.055555556,0.018518519,0.018518519,0.064814815,0.055555556,0.037037037,0.083333333,0.009259259,0.027777778,0.027777778,0.055555556,0.055555556,0.064814815,0.074074074,0.009259259,0.083333333
1,0.037617555,0.122257053,0.037617555,0.031347962,0.043887147,0.015673981,0.056426332,0.065830721,0.10031348,0.059561129,0.040752351,0.059561129,0.02507837,0.018808777,0.056426332,0.02507837,0.059561129,0.053291536,0.02507837,0.065830721
1,0.040462428,0.072254335,0.092485549,0.014450867,0.080924855,0.005780347,0.043352601,0.080924855,0.057803468,0.037572254,0.049132948,0.040462428,0.002890173,0.023121387,0.037572254,0.063583815,0.043352601,0.072254335,0.049132948,0.092485549
1,0.09178744,0.111111111,0.062801932,0.014492754,0.024154589,0.019323671,0.014492754,0.077294686,0.096618357,0.048309179,0.028985507,0.048309179,0.004830918,0.024154589,0.082125604,0.028985507,0.086956522,0.072463768,0.019323671,0.043478261
1,0.064444444,0.091111111,0.06,0.024444444,0.024444444,0.013333333,0.024444444,0.097777778,0.102222222,0.031111111,0.086666667,0.064444444,0.011111111,0.022222222,0.051111111,0.042222222,0.037777778,0.068888889,0.031111111,0.051111111
1,0.068181818,0.113636364,0.015151515,0.007575758,0.075757576,0.03030303,0.022727273,0.045454545,0.053030303,0.060606061,0.037878788,0.060606061,0.022727273,0.022727273,0.068181818,0.083333333,0.015151515,0.113636364,0.022727273,0.060606061
1,0.043771044,0.121212121,0.101010101,0.016835017,0.063973064,0,0.033670034,0.053872054,0.047138047,0.037037037,0.063973064,0.077441077,0.02020202,0.023569024,0.053872054,0.070707071,0.043771044,0.057239057,0.043771044,0.026936027
1,0.060518732,0.097982709,0.054755043,0.031700288,0.028818444,0.011527378,0.023054755,0.054755043,0.135446686,0.057636888,0.04610951,0.057636888,0.025936599,0.028818444,0.043227666,0.054755043,0.043227666,0.07204611,0.017291066,0.054755043
1,0.080684597,0.085574572,0.061124694,0.036674817,0.036674817,0.004889976,0.026894866,0.100244499,0.080684597,0.046454768,0.034229829,0.053789731,0.007334963,0.036674817,0.036674817,0.063569682,0.036674817,0.078239609,0.036674817,0.056234719
1,0.095588235,0.091911765,0.051470588,0.036764706,0.029411765,0.022058824,0.040441176,0.088235294,0.058823529,0.051470588,0.036764706,0.051470588,0.029411765,0.029411765,0.0625,0.044117647,0.033088235,0.047794118,0.029411765,0.069852941
1,0.036585366,0.195121951,0.036585366,0.012195122,0.030487805,0.024390244,0.024390244,0.067073171,0.048780488,0.079268293,0.067073171,0.067073171,0.012195122,0.006097561,0.085365854,0.042682927,0.036585366,0.085365854,0.006097561,0.036585366
1,0.070850202,0.074898785,0.05465587,0.020242915,0.050607287,0.028340081,0.046558704,0.074898785,0.070850202,0.04048583,0.030364372,0.048582996,0.016194332,0.030364372,0.042510121,0.042510121,0.04048583,0.066801619,0.05465587,0.0951417
1,0.064748201,0.118705036,0.039568345,0.021582734,0.053956835,0.017985612,0.021582734,0.057553957,0.068345324,0.043165468,0.053956835,0.043165468,0.014388489,0.064748201,0.082733813,0.014388489,0.064748201,0.057553957,0.039568345,0.057553957
1,0.058823529,0.104411765,0.029411765,0.026470588,0.052941176,0.022058824,0.035294118,0.058823529,0.117647059,0.041176471,0.045588235,0.047058824,0.005882353,0.027941176,0.072058824,0.025,0.060294118,0.070588235,0.035294118,0.063235294
1,0.094405594,0.094405594,0.06993007,0.048951049,0.027972028,0.003496503,0.01048951,0.076923077,0.062937063,0.013986014,0.08041958,0.052447552,0.013986014,0.034965035,0.062937063,0.066433566,0.020979021,0.087412587,0.034965035,0.041958042
1,0.104895105,0.118881119,0.062937063,0.034965035,0.006993007,0.006993007,0.041958042,0.048951049,0.062937063,0.027972028,0.083916084,0.048951049,0.006993007,0.048951049,0.027972028,0.055944056,0.027972028,0.062937063,0.034965035,0.083916084
1,0.041420118,0.102564103,0.053254438,0.025641026,0.051282051,0.009861933,0.017751479,0.07495069,0.142011834,0.037475345,0.051282051,0.049309665,0.003944773,0.033530572,0.049309665,0.057199211,0.037475345,0.069033531,0.033530572,0.059171598
1,0.06147541,0.094262295,0.049180328,0.030737705,0.032786885,0.004098361,0.014344262,0.079918033,0.12704918,0.047131148,0.06147541,0.067622951,0.008196721,0.026639344,0.069672131,0.055327869,0.032786885,0.055327869,0.043032787,0.038934426
1,0.050816697,0.08892922,0.038112523,0.029038113,0.043557169,0.041742287,0.043557169,0.070780399,0.070780399,0.052631579,0.047186933,0.052631579,0.00907441,0.034482759,0.061705989,0.032667877,0.052631579,0.059891107,0.052631579,0.067150635
1,0.054347826,0.09057971,0.108695652,0.032608696,0.06884058,0.014492754,0.047101449,0.036231884,0.028985507,0.003623188,0.126811594,0.039855072,0.014492754,0.003623188,0.043478261,0.086956522,0.014492754,0.057971014,0.072463768,0.054347826
1,0.070422535,0.056338028,0.0657277,0.046948357,0.042253521,0.009389671,0.014084507,0.079812207,0.107981221,0.018779343,0.018779343,0.061032864,0.009389671,0.03286385,0.056338028,0.098591549,0.023474178,0.107981221,0.018779343,0.061032864
1,0.062992126,0.091863517,0.049868766,0.031496063,0.052493438,0.028871391,0.041994751,0.06824147,0.076115486,0.034120735,0.060367454,0.023622047,0.020997375,0.020997375,0.062992126,0.049868766,0.041994751,0.05511811,0.049868766,0.076115486
1,0.096774194,0.08797654,0.046920821,0.032258065,0.049853372,0.011730205,0.017595308,0.061583578,0.129032258,0.064516129,0.017595308,0.038123167,0,0.023460411,0.131964809,0.005865103,0.014662757,0.090909091,0.017595308,0.061583578
1,0.12755102,0.071428571,0.015306122,0.020408163,0.020408163,0,0.020408163,0.147959184,0.071428571,0.025510204,0.025510204,0.025510204,0.030612245,0.102040816,0.020408163,0.030612245,0.030612245,0.086734694,0.030612245,0.096938776
1,0.0657277,0.122065728,0.0657277,0.03286385,0.023474178,0.009389671,0.037558685,0.079812207,0.0657277,0.061032864,0.03286385,0.051643192,0.014084507,0.028169014,0.056338028,0.037558685,0.056338028,0.0657277,0.046948357,0.046948357
1,0.115303983,0.073375262,0.060796646,0.023060797,0.025157233,0.006289308,0.018867925,0.113207547,0.1278826,0.029350105,0.044025157,0.067085954,0.008385744,0.018867925,0.029350105,0.071278826,0.025157233,0.064989518,0.029350105,0.048218029
1,0.084745763,0.076271186,0.04519774,0.025423729,0.04519774,0.002824859,0.025423729,0.070621469,0.104519774,0.033898305,0.064971751,0.048022599,0.025423729,0.025423729,0.087570621,0.04519774,0.04519774,0.062146893,0.028248588,0.053672316
1,0.04691358,0.081481481,0.071604938,0.041975309,0.041975309,0.017283951,0.041975309,0.088888889,0.091358025,0.059259259,0.034567901,0.054320988,0.017283951,0.022222222,0.037037037,0.049382716,0.039506173,0.079012346,0.039506173,0.044444444
1,0.079545455,0.095454545,0.056818182,0.018181818,0.038636364,0.013636364,0.034090909,0.068181818,0.090909091,0.059090909,0.084090909,0.052272727,0.013636364,0.015909091,0.070454545,0.045454545,0.031818182,0.054545455,0.029545455,0.047727273
1,0.06231454,0.106824926,0.03264095,0.014836795,0.050445104,0.020771513,0.017804154,0.065281899,0.097922849,0.038575668,0.059347181,0.06231454,0.017804154,0.023738872,0.074183976,0.038575668,0.03264095,0.083086053,0.050445104,0.050445104
1,0.09469697,0.056818182,0.113636364,0.022727273,0.037878788,0,0.034090909,0.117424242,0.068181818,0.026515152,0.075757576,0.03030303,0.011363636,0.022727273,0.034090909,0.053030303,0.03030303,0.060606061,0.083333333,0.026515152
1,0.114649682,0.057324841,0.031847134,0.031847134,0.044585987,0.031847134,0.063694268,0.063694268,0.063694268,0.063694268,0.025477707,0.050955414,0.012738854,0.01910828,0.01910828,0.063694268,0.044585987,0.095541401,0.044585987,0.057324841
1,0.076502732,0.076502732,0.071038251,0.038251366,0.027322404,0,0.016393443,0.071038251,0.054644809,0.054644809,0.027322404,0.027322404,0.010928962,0.005464481,0.076502732,0.103825137,0.06010929,0.109289617,0.032786885,0.06010929
1,0.054229935,0.062906725,0.060737527,0.036876356,0.023861171,0.032537961,0.039045553,0.075921909,0.082429501,0.047722343,0.028199566,0.043383948,0.045553145,0.028199566,0.056399132,0.062906725,0.039045553,0.09978308,0.032537961,0.047722343
1,0.079136691,0.064748201,0.071942446,0.021582734,0.057553957,0.021582734,0,0.064748201,0.071942446,0.057553957,0.043165468,0.043165468,0.043165468,0.014388489,0.064748201,0.050359712,0.021582734,0.064748201,0.057553957,0.086330935
1,0.086448598,0.079439252,0.063084112,0.023364486,0.030373832,0.004672897,0.028037383,0.093457944,0.107476636,0.028037383,0.070093458,0.051401869,0.007009346,0.01635514,0.039719626,0.060747664,0.023364486,0.070093458,0.049065421,0.067757009
1,0.061946903,0.090707965,0.059734513,0.026548673,0.044247788,0.006637168,0.033185841,0.068584071,0.117256637,0.057522124,0.050884956,0.053097345,0.015486726,0.026548673,0.075221239,0.028761062,0.039823009,0.07300885,0.019911504,0.050884956
1,0.078740157,0.078740157,0.05511811,0.039370079,0.047244094,0,0.031496063,0.031496063,0.086614173,0.023622047,0.086614173,0.015748031,0.007874016,0.007874016,0.05511811,0.086614173,0.031496063,0.133858268,0.062992126,0.039370079
1,0.088095238,0.071428571,0.054761905,0.023809524,0.028571429,0.007142857,0.05,0.09047619,0.10952381,0.042857143,0.047619048,0.038095238,0.014285714,0.030952381,0.030952381,0.071428571,0.038095238,0.061904762,0.047619048,0.052380952
1,0.044921875,0.091796875,0.0625,0.0234375,0.05859375,0.02734375,0.033203125,0.0703125,0.056640625,0.052734375,0.0703125,0.03515625,0.015625,0.025390625,0.056640625,0.056640625,0.048828125,0.052734375,0.041015625,0.076171875
1,0.077111383,0.105263158,0.064871481,0.030599755,0.029375765,0.003671971,0.020807834,0.066095471,0.075887393,0.052631579,0.035495716,0.053855569,0.003671971,0.019583843,0.068543452,0.093023256,0.030599755,0.085679315,0.023255814,0.05997552
1,0.069868996,0.122270742,0.061135371,0.013100437,0.034934498,0.021834061,0.008733624,0.096069869,0.109170306,0.065502183,0.026200873,0.065502183,0.004366812,0.021834061,0.052401747,0.030567686,0.030567686,0.074235808,0.056768559,0.034934498
1,0.111111111,0.103703704,0.051851852,0.02962963,0.022222222,0.022222222,0.007407407,0.051851852,0.140740741,0.037037037,0.059259259,0.022222222,0.044444444,0.044444444,0.014814815,0.007407407,0.066666667,0.074074074,0.037037037,0.051851852
1,0.115853659,0.091463415,0.067073171,0.024390244,0.030487805,0.012195122,0.018292683,0.042682927,0.079268293,0.042682927,0.030487805,0.06097561,0.012195122,0.018292683,0.06097561,0.054878049,0.067073171,0.036585366,0.054878049,0.079268293
1,0.104395604,0.071428571,0.082417582,0.027472527,0.043956044,0.005494505,0.021978022,0.076923077,0.076923077,0.032967033,0.049450549,0.054945055,0.016483516,0.010989011,0.093406593,0.038461538,0.021978022,0.076923077,0.016483516,0.076923077
1,0.08,0.12,0.08,0.02,0.04,0.006666667,0.02,0.033333333,0.08,0.046666667,0.046666667,0.06,0.013333333,0.04,0.033333333,0.046666667,0.066666667,0.073333333,0.033333333,0.06
1,0.074468085,0.074468085,0.138297872,0.042553191,0.021276596,0,0.010638298,0.085106383,0.074468085,0.031914894,0.031914894,0.063829787,0.042553191,0.031914894,0.031914894,0.053191489,0.042553191,0.074468085,0.042553191,0.031914894
1,0.071428571,0.071428571,0.066502463,0.024630542,0.027093596,0.002463054,0.022167488,0.071428571,0.162561576,0.036945813,0.044334975,0.083743842,0.014778325,0.019704433,0.041871921,0.04679803,0.041871921,0.044334975,0.036945813,0.068965517
